MARCA,DESCRIÇÃO,VENDIDO POR,AVALIAÇÕES,QUANTIDADE DE AVALIAÇÕES,PREÇO ANTIGO,PREÇO NOVO,TIPO
SAMSUNG,"Notebook Samsung Galaxy Book3 360 Intel Core I5 1335U, 8GB, 256GB SSD Tela 13.3' Windows11H - NP730QFG-KF2BR",,4.8,65,5.899,589.0,Notebook
DELL,Notebook Dell Latitude 3480 I5 8gb 240 Ssd Win 10 Pro,,,,2.15,206.0,Notebook
DELL,Dell Latitude 5400  I5 De 8a Ger 8gb De Ram Ssd 240gb,,,,1.899,190.0,Notebook
DELL,Dell Latitude-i5-13a Geração//32gb//512gb,,,,7.8,780.0,Notebook
ASUS,"Notebook ASUS ExpertBook B1502CBA Intel Core i5 1235U 8GB Ram 512GB SSD Windows 11 Pro Tela 15,6"" FHD Black - BQ2862X",Por Asus,,,5.999,4.799,Notebook
DELL,Notebook Dell Vostro 5510 I7-11390h 16gb 480ssd Nvidia 2gb,,,,3.399,339.0,Notebook
LENOVO,Notebook Lenovo Thinkpad L440 I7 4ager 16gb Ssd 256gb,,4.0,1,1.499,149.0,Notebook
LENOVO,Notebook I5 8350u Ssd 240 Gb 16gb Ddr4 Usb C Hdmi Lan T480,,4.9,15,1.899,189.0,Notebook
DELL,Notebook Dell Latitude E6430 I5 16gb Hd 240 Ssd Bat. Nova,,4.5,4,1.55,1.472,Notebook
Positivo,Notebook Positivo Motion Q4120c Intel 4gb Ram 120gb Ssd,,,,1.099,109.0,Notebook
ASUS,"Notebook X543MA 15.6"" cinza-escuro 4GB de Ram - 500GB HDD - Intel Celeron",,3.7,297,1.549,154.0,Notebook
DELL,Notebook Del Latitude 5400 Core I5 8ª Geração 8gb Ssd-256gb,Por OTH Produtos,4.8,13,1.99,199.0,Notebook
LENOVO,Lenovo Thinkpad X230 8gb Ram 240gb Ssd Windows 10,,,,1.199,119.0,Notebook
Indefinido,Notebook 2am Gaming Core I5 8400 12gb Ddr4 Ssd 256gb Gamer,,,,1.89,189.0,Notebook
PHILCO,"Notebook Philco Pnb15 Intel Core I5 Ram 8gb 1tb W10 15,6''",,,,3.999,399.0,Notebook
Apple,"MacBook Air 13-inch 13"" space gray 8GB de Ram - 256GB SSD - Apple Chip M3",,4.8,56,8.99,864.0,Notebook
Indefinido,Notebook Gigabyte Aorus 17 Bsf I7 13700h 1tb 16gb Rtx 4070 Cor Preto,,5.0,1,14.999,1.499,Notebook
DELL,Notebook Dell Latitude 5490 Intel Core I5 8ager 128gb 8gb,,5.0,5,1.499,150.0,Notebook
DELL,"Notebook Dell, Lat 5300, 13.3 , Core I5, 16gb, Ssd-256gb",Por OTH Produtos,,,1.89,181.0,Notebook
LENOVO,Notebook Lenovo Ideapad S145 Ryzen 5 12gb Ram 512gb Ssd,,,,2.498,249.0,Notebook
HP,Notebook Hp 14-dq0052dx Celeron N4120 4/64gb - 14,,,,2.099,201.0,Notebook
DELL,Notebook Dell I5 - Ssd250gb Ram16gb - Funcionando Barato,,,,1.321,132.0,Notebook
LENOVO,Notebook Lenovo Thinkpad E14 Ryzen 5 5500u 8gb 256gb,,,,2.629,263.0,Notebook
LENOVO,Notebook Lenovo V310 Core  I7 6 Geração 8gb Ram  Ssd 240gb,,,,1.499,145.0,Notebook
ASUS,Notebook Asus Vivobook 16 Snapdragon X1 26 100 16gb 1tb W11,Por Mercado Livre,,,8.235,791.0,Notebook
LENOVO,Notebook Lenovo Thinkpad - I5 8th + 16 Gb Ddr4 + 256 Gb Ssd,Por Tech Forte,5.0,7,2.299,1.678,Notebook
Vaio,Notebook Vaio Fe 16 Amd Ryzen 7 - 5700u Windows 11 Home 32gb 512gb Ssd Tela 16 Ips Wuxga Antirreflexo - Cinza Grafite - Vjfe69f11x-b0921h,Por Vaio,,,5.999,5.299,Notebook
Indefinido,Alienware M16 Qhd+ 165 hz Intel I7 16 GB RTX 4070 SSD de 1 TB cor Dark Metallic Moon,,,,18.849,1.884,Notebook
Indefinido,2am E550 Core I7 8gb 256gb Ssd Nvidia 1050,,,,3.5,350.0,Notebook
DELL,Computador Portátil Dell 3480 Core I5 8gb Ssd 256 14.6 Hd Cor Preto - Bom (Recondicionado),Por GSOLD ELECTRO,,,1.599,160.0,Notebook
DELL,Notebook Dell Inspiron I15-i120k-a25p I5 8gb 512gb 15.6 W11 - Excelente (Recondicionado),,,,3.89,389.0,Notebook
DELL,Notebook Dell Latitude 5440 Core I7 13th 32gb Ram 512gb Ssd,,5.0,2,6.975,697.0,Notebook
DELL,Notebook Dell Latitude - I5 8th  + 16 Gb Ddr4 + 256 Gb Ssd,Por Tech Forte,4.2,6,1.999,199.0,Notebook
Positivo,Notebook Positivo Motion Gray C41tf Intel® Celeron® Dual-core Windows 11 Home 14.1 - Cinza,,,,1.449,140.0,Notebook
ASUS,"Notebook Asus Vivobook 15 Core I3 4gb 256ssd W11 15,6 Prata Cor Prateado",,4.8,99,2.68,268.0,Notebook
LENOVO,Notebook Lenovo Thinkpad T420 I5 16gb Ssd 256 Bateria Nova,,,,1.48,148.0,Notebook
HP,Notebook Hp 240 G7 Core I5-1035g1 8gb Ddr4 256gb 14,,,,2.499,2.099,Notebook
LENOVO,Notebook Lenovo Thinkpad E14 I5 8gb 256gb Ssd Windows 11,,3.6,7,3.999,399.0,Notebook
Indefinido,Notebook Compaq 14' Led Pentium N3700 Quadcore Ssd 240gb 4gb,,,,1.298,125.0,Notebook
DELL,Dell Latitude Core I5 8 Geracao + 16 Gb Ddr4 + 256 Gb Ssd M2,Por Tech Forte,4.6,33,1.999,1.899,Notebook
HP,Notebook Hp Zbook Firefly G8 Processador I7-1185g7 512gb De Armazenamento 32gb De Memóra Ram,,4.0,1,7.999,,Notebook
LENOVO,"Notebook Lenovo Thinkpad E14 Black 14, Intel Core I5 1135g7 8 GB De Ram 256 GB Ssd, Intel Iris Xe Graphics Freedos",,,,2.9,290.0,Notebook
HP,Notebook Hp Elitebook 840 G3 Core I5 6th 16gb + Ssd+garantia,,3.3,6,1.349,134.0,Notebook
ASUS,"Notebook Asus Vivobook Go 15 E1504fa Amd Ryzen 3 7320u 4gb Ram 128gb Ssd Linux Keepos Tela 15,6 Fhd Black - Nj1291",Por Asus,4.7,134,2.157,207.0,Notebook
Xiaomi,Celular Smartphone Xiaomi Redmi 14c Dual Sim 256gb 8gb Ram,,4.8,130,1.6,1.136,Smartphone
Zte,Zte A3 Smartphone 32gb Dual Sim Prático Para Idoso,,3.5,94,499.0,459.0,Smartphone
MOTOROLA,Smartphone Motorola Moto g04s - 128GB 8GB (4GB RAM+4GB Ram Boost) AI Camera 16MP sensor FPS lateral - Grafite,Por Motorola,4.7,42600,899.0,628.0,Smartphone
MOTOROLA,"Smartphone Motorola Moto g05 - 128GB 12GB (4GB RAM + 8GB Ram Boost) e Camera 50MP com AI Bateria de 5200 mAh Tela 6.7"" com Superbrilho - Cinza",Por Motorola,4.7,594,1.099,719.0,Smartphone
SAMSUNG,"Smartphone Samsung Galaxy A25 5G 256GB 8GB Ram Dual SIM Android 14 Azul-Escuro 6,5''",Por Vikings,4.8,14230,1.998,1.259,Smartphone
SAMSUNG,Samsung Galaxy A35 5G 128GB Azul-escuro 6GB RAM,Por Vikings,4.8,1656,2.07,1.376,Smartphone
Infinix,Infinix Smart 8 Pro Dual SIM 256GB Preto 4GB RAM,Por 123 Comprou,4.6,1182,1.398,809.0,Smartphone
MOTOROLA,Smartphone Motorola Moto g24 - 128GB 8GB (4GB RAM+4GB Ram Boost) AI Camera 50MP Night Vision - Rosa,Por Motorola,4.8,55797,1.099,675.0,Smartphone
SAMSUNG,Smartphone Samsung Galaxy S24 Fe 5g 256gb 8gb Ram Grafite,Por Samsung,4.9,594,5.699,3.16,Smartphone
MOTOROLA,Smartphone Motorola Moto G15 - 128gb 12gb (4gb Ram+8gb Ram Boost) E Camera 50mp Com Ai E Night Vision Bateria De 5200 Mah Tela Fhd+ 6.7 Com Superbrilho Nfc Azul Escuro,Por Motorola,4.6,1837,1.099,838.0,Smartphone
MOTOROLA,Smartphone Motorola Moto g34 5G - 128GB 8GB (4GB RAM+4GB Ram Boost) AI Camera 50MP NFC - Preto,Por Motorola,4.8,26659,1.399,930.0,Smartphone
MOTOROLA,Smartphone Motorola Moto g84 5G - 256GB 16GB (8GB RAM+8GB Ram Boost) 50MP Ultra-Pixel AI Camera Tela pOLED NFC - Azul Claro,Por Motorola,4.8,13257,2.199,1.325,Smartphone
SAMSUNG,Samsung Galaxy M55 5G Dual SIM 256 GB Azul Escuro 8 GB RAM,Por Samsung,4.5,15409,1.899,1.34,Smartphone
MOTOROLA,Smartphone Moto G75 5g 256gb Vegan Leather Cor Cinza Motorola,Por Motorola,4.8,919,2.399,1.416,Smartphone
SAMSUNG,Smartphone Samsung Galaxy A35 5G 128GB 6GB RAM Azul Escuro,Por Samsung,4.8,17950,3.049,1.259,Smartphone
SAMSUNG,Samsung Galaxy A35 5G Dual SIM 256GB Azul Escuro 8 GB RAM,Por Vikings,4.8,17950,2.284,1.495,Smartphone
MOTOROLA,Smartphone Motorola Edge 50 Fusion 5G - 256GB 16GB (8GB RAM+8GB Ram Boost) 50MP Sony AI Camera IP68 NFC - Blue Teal,Por Motorola,4.8,3993,2.999,1.658,Smartphone
MOTOROLA,Moto G24 Dual SIM 256 GB rosa 4 GB RAM,Por Mobcom,4.8,55797,1.499,791.0,Smartphone
MOTOROLA,"Smartphone Motorola Moto g35 5G - 256GB 12GB (4GB RAM+8GB Ram Boost) e Camera 50MP com AI NFC Tela 6.7"" com Superbrilho - Cinza",Por Motorola,4.5,2772,1.699,1.118,Smartphone
MOTOROLA,Smartphone Motorola Moto G15 - 256gb 12gb (4gb Ram+8gb Ram Boost) E Camera 50mp Com Ai E Night Vision Bateria De 5200 Mah Tela Fhd+ 6.7 Com Superbrilho Nfc - Grafite,Por Motorola,4.6,1837,1.399,938.0,Smartphone
SAMSUNG,"Celular Samsung Galaxy A16, 128gb + 4gb Ram, Câmera De Até 50mp, Tela 6.7 , Nfc, Ip54, Bateria 5000 Mah Preto",Por Samsung,4.7,1485,1.549,973.0,Smartphone
MOTOROLA,Smartphone Motorola Edge 50 Neo 5g - 256gb 16gb Ram Boost 50mp Sony Camera Moto Ai Ip68 Nfc - Poinciana Vegan Leather,Por Motorola,4.7,1451,3.999,1.925,Smartphone
SAMSUNG,Celular Samsung Galaxy S24 Fe 5g 128gb 8gb Ram Tela 6.7 Galaxy Ai Grafite,Por Samsung,4.9,594,4.299,2.708,Smartphone
Multilaser,Celular Up Play Multilaser Dual Chip Câmera Preto P9076,Por Loja Multi,4.4,1978,99.0,9.0,Smartphone
SAMSUNG,"Smartphone Samsung Galaxy A15 5G 128GB 4GB RAM Dual SIM Azul Claro 6,5''",Por Samsung,4.8,76004,1.699,1.198,Smartphone
MOTOROLA,Smartphone Moto G75 5g 256gb Vegan Leather Cor Azul Motorola,Por Motorola,4.8,919,2.399,1.416,Smartphone
LG,"Smartphone K61 Tela 6,53'' 128gb 4gb Ram Titânio LG Cor Cinza-escuro - Bom (Recondicionado)",Por Fixcomm,4.3,3,702.0,568.0,Smartphone
Realme,Celular Smartphone Realme C61 NFC Dual Sim 256 Gb 8 Gb Ram Dourado,,4.7,1074,953.0,92.0,Smartphone
Realme,Realme C63 Dual SIM 256 GB leather blue 6 GB RAM,Por Emporio do Celular,4.5,681,1.095,105.0,Smartphone
Xiaomi,"Smartphone Xiaomi Redmi Note 14 8+8gb + 256gb, Preto",,4.8,180,1.227,118.0,Smartphone
SAMSUNG,"Celular Samsung Galaxy A16 5g, 128gb + 4gb Ram, Câmera De Até 50mp, Tela 6.7 , Nfc, Ip54, Bateria 5000 Mah Verde Claro",Por Samsung,4.7,895,1.749,1.079,Smartphone
MOTOROLA,Smartphone Motorola Edge 60 Fusion 5g - 256gb 16gb (8gb Ram+8gb Ram Boost) 50mp Sony Ai Camera Ip68 Nfc - Rosa,Por Motorola,4.9,10,2.999,2.699,Smartphone
MOTOROLA,Smartphone Motorola Moto g34 5G - 128GB 8GB (4GB RAM+4GB Ram Boost) AI Camera 50MP NFC,,4.8,1568,794.0,76.0,Smartphone
MOTOROLA,Smartphone Motorola Moto g75 5G music edition Moto Buds - 256GB 16GB (8GB RAM+8GB Ram Boost) e 50MP Sony Lytia 600 Camera Moto AI Ultrarresistencia militar - Cinza Vegan Leather,Por Motorola,4.8,282,2.199,1.763,Smartphone
Xiaomi,Xiaomi POCO Poco X6 5G Dual SIM 256GB/12GB Branco,,4.7,6245,2.198,219.0,Smartphone
MOTOROLA,"Smartphone Motorola Razr 50 Ultra - 512GB 24GB (12GB RAM+12GB Ram Boost) Tela dobrável 6,9"" pOLED e externa 4” Moto AI camera IPX8 - Peach Fuzz",Por Motorola,4.7,98,7.499,3.599,Smartphone
Realme,Celular Realme C75 Dual Sim 256 Gb 8 Gb Ram Smartphone Preto,,4.7,428,1.4,140.0,Smartphone
MOTOROLA,Motorola Moto G24 4 gb + 128 GB de carvão fosco,,5.0,20,771.0,74.0,Smartphone
MOTOROLA,Smartphone Motorola Moto E13 Dual Sim 64 Gb Grafite 4 Gb Ram,,4.6,46868,899.0,589.0,Smartphone
Xiaomi,"Smartphone Xiaomi Redmi Note 14 5g 8+8gb + 256gb, Verde",,4.7,46,1.799,179.0,Smartphone
MOTOROLA,Smartphone Motorola Moto G35 5g - 256gb 12gb (4gb Ram+8gb Ram Boost) E Camera 50mp Com Ai Nfc Tela 6.7 Com Superbrilho - Coral - Vegan Leather,Por Motorola,4.5,2772,1.699,1.169,Smartphone
SAMSUNG,Smartphone Samsung Galaxy A25 5G 8GB RAM 256GB Tela de 6.5,Por Loi Brasil,4.8,266,1.999,1.377,Smartphone
Multilaser,Smartphone Multilaser E Lite 32gb Preto P9126,,3.7,1016,499.0,399.0,Smartphone
Realme,Realme C67 Dual SIM 256 GB preto 8 GB RAM,,4.7,4473,1.158,115.0,Smartphone
MOTOROLA,Smartphone Motorola Moto G55 5g - 256gb 16gb Ram Boost E Camera 50mp Com Ai Nfc Tela 6.5 Com Superbrilho - Rosa,Por Mobcom,4.6,35,1.71,1.308,Smartphone
TCL,"TCL Celular Smartphone 505 4g, 128gb, 8GB Ramboost(4 + 4), Tela Hd+ 6,75'', Dual Sim, NFC, Câmera Dupla 50mp + 2mp E Frontal 5mp - Azul",Por Mega Mamute,4.5,8,1.249,748.0,Smartphone
MOTOROLA,"Smartphone Moto G04s 128gb Processador Unisoc T606 Tela De 6,6'' 4 Gb De Ram Cor Grafite Motorola",,4.7,5598,755.0,75.0,Smartphone
MOTOROLA,"Smartphone Motorola Moto g24 Power - 128GB, 4 GB Ram + 4 GB Ram Boost, Camera 50MP com Moto AI 6000 mAh - Azul Celeste",Por Motorola,4.6,354,944.0,734.0,Smartphone
SAMSUNG,Smartphone Samsung Galaxy Z Fold6 512gb 5g 12gb Ram Tela 7.6 Azul,Por Samsung,5.0,11,9.549,6.999,Smartphone
MOTOROLA,Smartphone Motorola Moto G24 256gb 4gb Grafite + Ubook,Por Mobcom,5.0,1,1.425,727.0,Smartphone
MOTOROLA,Smartphone Motorola Moto G24 256gb 4gb Rosa + Ubook,Por Mobcom,,,1.425,727.0,Smartphone
SAMSUNG,Smartphone Samsung Galaxy Z Fold6 5g 512gb 12gb 7.6 Azul,Por Mobcom,5.0,5,9.699,6.911,Smartphone
MOTOROLA,Smartphone Motorola Moto G75 5g 256gb 16gb Ram Boost 50mp,Por Carrefour,4.6,28,2.199,1.699,Smartphone
SAMSUNG,"Samsung Galaxy S24 FE 5G 256GB 8GB RAM Tela 6.7"" Câm. Tripla 50+12+8MP Frontal 10MP, Galaxy AI - Azul",Por Samsung,4.9,594,5.699,3.219,Smartphone
MOTOROLA,"Smartphone Motorola Moto g55 5G - 256GB 16GB (8GB RAM+8GB Ram Boost) e Camera 50MP com AI NFC Tela 6.5"" com Superbrilho - Preto",Por Mobcom,4.6,35,1.71,1.308,Smartphone
SAMSUNG,"Smartphone Samsung Galaxy A05s 4G 128GB 6GB RAM Câmera Traseira Tripla 50MP + 2MP + 2MP + Selfie 13MP Tela 6.7"" Preto",Por Mobcom,4.8,17218,854.0,752.0,Smartphone
MOTOROLA,Motorola Moto G54 5g 256 Gb Azul 8 Gb Ram,,4.7,126,1.289,124.0,Smartphone
Xiaomi,Xiaomi Poco C65 Dual SIM 256 GB Preto 8 GB RAM,,4.6,13400,999.0,99.0,Smartphone
MOTOROLA,Smartphone Motorola Edge 50 Ultra 5G - 512GB 24GB (12GB RAM+12GB Ram Boost) 50MP Ultra-Pixel AI Camera IP68 NFC - Wood,Por Motorola,5.0,16,5.05,505.0,Smartphone
Infinix,Infinix Hot 30i Dual SIM 128 GB mirror black 4 GB RAM,,4.6,1272,949.0,799.0,Smartphone
SAMSUNG,Smartphone Galaxy A03 Tela 6.5'' 64gb 4gb Ram Azul Samsung - Bom (Recondicionado),,4.0,17,569.0,56.0,Smartphone
Zte,ZTE Blade A3 Dual Sim 32 GB 1 GB Ram- Azul Mágico 4G,,4.2,664,419.0,52.0,Smartphone
Xiaomi,Xiaomi Pocophone Poco X6 Pro 5G Dual SIM 512 GB cinza 12 GB RAM,,4.8,2518,1.98,190.0,Smartphone
SAMSUNG,"Samsung Galaxy S25+ 5g, 256gb, 12gb, Câmera Tripla - Azul",,4.9,66,5.099,490.0,Smartphone
Xiaomi,Smartphone Xiaomi Poco C75 Dual Sim 8gb 256gb + Brindes,,,,1.539,1.262,Smartphone
MOTOROLA,Smartphone Moto G30 6.5'' 128gb 4gb Ram Dark Prism Motorola,,4.7,2576,1.25,125.0,Smartphone
Multilaser,Smartphone Multilaser G Max 2 64gb Preto P9168,,4.3,281,599.0,59.0,Smartphone
Realme,Celular Realme 12x 5g 128gb Dual Sim 6gb Smartphone Verde Nfc,Por Realme,4.7,273,2.145,1.18,Smartphone
MOTOROLA,Smartphone Motorola Moto G35 5g - 128gb 12gb (4gb Ram+8gb Ram Boost) E Camera 50mp Com Ai Nfc Tela 6.7 Com Superbrilho - Grafite - Vegan Leather,,4.5,2772,884.0,85.0,Smartphone
Infinix,"Smartphone Infinix Note 40 5g 12gb Ram 512gb Armazenamento + Pad De Carregamento Sem Fio, Câmera Tripla 108mp+ Selfie 32mp, Tela 6,78 Fhd+ 120hz, Sound By Jbl, Bateria 5000mah - Racing Edition",Por Infinix,4.6,160,3.499,2.279,Smartphone
Multilaser,Smartphone Multilaser E 2 P9148 3g 32gb Tela 5 1gb Ram Preto,,3.7,18,320.0,53.0,Smartphone
Honor,"Smartphone Honor X7c 4g 256gb 16gb Ram (8 + 8) Tela 6,77 120hz Câmera Dupla 108mp Branco",,4.5,31,1.395,139.0,Smartphone
MOTOROLA,Smartphone Motorola Moto G55 5g - 256gb 16gb Ram Boost E Camera 50mp Com Ai Nfc Tela 6.5 Com Superbrilho - Rosa,Por Mobcom,4.6,35,1.71,1.308,Smartphone
Infinix,"Smartphone Infinix Note 40 5g 12gb Ram 512gb Armazenamento + Pad De Carregamento Sem Fio, Câmera Tripla 108mp+ Selfie 32mp, Tela 6,78 Fhd+ 120hz, Sound By Jbl, Bateria 5000mah - Preto",Por Infinix,4.5,141,3.199,2.599,Smartphone
Xiaomi,Smartphone Xiaomi Poco C75 Dual Sim 256gb 8gb Ram Nfc Global,,,,1.68,1.209,Smartphone
TCL,Smartphone Para Idoso 16gb Capa Película Envio 24h,,2.7,13,582.0,58.0,Smartphone
Xiaomi,Xiaomi Redmi Note 13 4G Dual SIM 256 GB verde 8 GB RAM,,4.8,15172,1.278,123.0,Smartphone
Indefinido,Smartphone Multi F Pro Preto - P9118,,3.5,292,609.0,426.0,Smartphone
Indefinido,Redmi 13C Dual SIM 256GB Preto 8GB RAM,Por StorePluss,4.4,377,929.0,89.0,Smartphone
TCL,Celular TCL 40 SE dual SIM 256gb twilight purple 12gb RAM,,4.6,589,907.0,90.0,Smartphone
LG,"Smartphone K61 Tela 6,53'' 128gb 4gb Ram Titânio LG Cor Cinza-escuro",,4.6,1443,789.0,79.0,Smartphone
Infinix,"Smartphone Infinix Hot 50i 4GB RAM 256GB 4G Câmera Dupla 48MP Selfie 8MP 5000mAh 6,7” 120Hz Preto Obsidiana",Por Infinix,4.6,183,715.0,71.0,Smartphone
MOTOROLA,Smartphone Motorola Moto G55 5g - 256gb 16gb Ram Boost E Camera 50mp Com Ai Nfc Tela 6.5 Com Superbrilho - Verde,Por Mobcom,4.6,35,1.71,1.308,Smartphone
Xiaomi,Xiaomi Redmi Note 13 Pro 5G (eSIM) Dual SIM 512 GB Azul 12 GB RAM,,4.7,899,2.249,216.0,Smartphone
SAMSUNG,Samsung Galaxy S23+ 512gb 5g Processador Snapdragon Preto,Por Webfones,4.9,1085,6.199,4.999,Smartphone
Xiaomi,Xiaomi 14T Dual SIM 512 GB cinza titânio 12 GB RAM,,4.8,347,4.2,420.0,Smartphone
MOTOROLA,"Smartphone Moto G14 Dual SIM 6,5"" 128gb 4gb RAM Grafite Motorola",,4.7,22876,979.0,97.0,Smartphone
MOTOROLA,Moto E6 Play Dual SIM 32 GB cinza-metálico 2 GB RAM,,4.4,131,799.0,79.0,Smartphone
MOTOROLA,"Smartphone Motorola Moto g55 5G - 256GB 16GB (8GB RAM+8GB Ram Boost) e Camera 50MP com AI NFC Tela 6.5"" com Superbrilho - Preto",Por Mobcom,4.6,35,1.71,1.308,Smartphone
LG,"Smartphone K62+ 4g Tela 6,6' 128gb 4gb Ram Branco LG",,4.6,2069,699.0,67.0,Smartphone
Xiaomi,Xiaomi Redmi Note 13 Pro Plus 5g Nfc Dual 512 Gb Preto 12 Gb,,4.7,319,2.77,277.0,Smartphone
Multilaser,Multilaser E Pro Dual SIM 32 GB Preto 1 GB RAM,,3.9,461,497.0,47.0,Smartphone
Poco,Poco X6 Pro 5G Dual SIM 512 GB Preto 12 GB RAM,,4.8,10421,2.03,195.0,Smartphone
Xiaomi,Celular Xiaomi Redmi Note 13 8gb/256gb Ice Blue,,4.8,2150,1.4,140.0,Smartphone
Xiaomi,Xiaomi Redmi 14c 128gb Dual Sim Verde,,4.6,3153,715.0,69.0,Smartphone
Indefinido,Redmi Note 13 5G Dual SIM 256 GB Branco 8 GB RAM,,4.7,2857,1.475,147.0,Smartphone
Multilaser,Multilaser F 3G 32GB Café 1GB,,4.1,4266,699.0,447.0,Smartphone
Xiaomi,Smartphone Xiaomi Redmi 13C Dual SIM 256 GB Navy blue 8 GB RAM,,4.6,20969,945.0,94.0,Smartphone
MOTOROLA,"Smartphone Motorola Edge 50 Pro 5g 256gb 24gb Ram Boost Tela 6,7 Poled Gorilla Glass Ip68 - Lilac - Excelente (Recondicionado)",,4.5,4,2.699,2.564,Smartphone
Realme,Celular Smartphone Realme C61 Dual Sim 128 Gb 4 Gb Ram Dourado,,4.7,1074,903.0,839.0,Smartphone
SAMSUNG,"Smartphone Galaxy Z Flip4 5g 128gb, 8gb Ram, Tela De 6.7'' Cor Preto - Excelente (Recondicionado)",Por Trocafy,4.4,14,2.379,2.26,Smartphone
Xiaomi,Smartphone Xiaomi Redmi 13c Dual Sim 128 Gb Preto 6 Gb Ram,,4.6,20969,819.0,79.0,Smartphone
MOTOROLA,Smartphone Moto E13 32gb Tela 6.5'' 2gb Ram Grafite Motorola,,4.6,46875,601.0,60.0,Smartphone
Realme,Celular Realme Note 60 Dual Sim 64 Gb 3 Gb Ram Azul,Por Brazil Electronics,4.7,675,761.0,76.0,Smartphone
Realme,Realme NOTE 50 Dual SIM 64 GB Azul 3 GB RAM,,4.6,11754,597.0,57.0,Smartphone
SAMSUNG,Smartphone Samsung Galaxy A12 Tela 6.5 64gb 4gb Ram Preto - Bom (Recondicionado),,4.0,63,599.0,59.0,Smartphone
MOTOROLA,Smartphone Motorola Moto G24 256gb 4gb Grafite + Ubook,Por Mobcom,5.0,1,1.425,727.0,Smartphone
MOTOROLA,Smartphone Motorola Moto G24 256gb 4gb Rosa + Ubook,Por Mobcom,,,1.425,727.0,Smartphone
Realme,Smartphone Realme C75 Dual Sim 256gb/8gb Ram ( ) Cor Preto,,4.7,22,1.46,146.0,Smartphone
Infinix,Infinix Hot 30 Dual SIM 256 GB racing black 8 GB RAM,Por Infinix,4.7,494,1.199,1.129,Smartphone
Xiaomi,Xiaomi Redmi 10C Dual SIM 64 GB cinza 3 GB RAM,,4.7,2902,811.0,81.0,Smartphone
Xiaomi,Smartphone Xiaomi Poco C75 Dual Sim 8gb 256gb + Brindes,,,,1.539,1.262,Smartphone
MOTOROLA,"Smartphone Motorola Moto g55 5G - 256GB 16GB (8GB RAM+8GB Ram Boost) e Camera 50MP com AI NFC Tela 6.5"" com Superbrilho - Preto",Por Mobcom,4.6,35,1.71,1.308,Smartphone
SAMSUNG,Smartphone Samsung Galaxy S20 Tela De 6.2 128gb 8gb Ram Azul Cor Cloud blue - Bom (Recondicionado),Por Trocafy,4.3,7,1.229,1.13,Smartphone
Xiaomi,Celular Smartphone Xiaomi Redmi 13c Dual Sim 256gb 8gb Ram,,5.0,2,1.146,1.033,Smartphone
LG,"Smartphone K52 4g Tela 6,59'' 64 Gb 3gb Ram Vermelho LG - Excelente (Recondicionado)",,4.7,3,680.0,68.0,Smartphone
SAMSUNG,Smartphone Galaxy A01 32gb 2gb Ram Preto Samsung,,4.6,3539,799.0,79.0,Smartphone
MOTOROLA,Smartphone Motorola G53 5g 128GB Grafite 4GB,,4.7,5124,1.099,106.0,Smartphone
SAMSUNG,"Samsung Galaxy S25+ 512GB, 12GB, Câmera Tripla - Azul Marinho",,4.9,66,6.075,607.0,Smartphone
Nokia,Smartphone Nokia 2.4 Nk015 Tela 6.5'' 64gb 3gb Ram Cinza,,4.2,167,646.0,594.0,Smartphone
SAMSUNG,"Smartphone Samsung Galaxy Z Flip3, 128gb, 8gb Ram, Tela 6.7 Cor Preto - Excelente (Recondicionado)",Por Trocafy,5.0,12,1.699,1.563,Smartphone
Xiaomi,Smartphone Xiaomi Poco C75 Dual Sim 256gb 8gb Ram Nfc Global,,,,1.68,1.209,Smartphone
MOTOROLA,Smartphone Motorola Moto G24 256gb 4gb Rosa + Ubook,Por Mobcom,,,1.499,773.0,Smartphone
Xiaomi,"Smartphone Xiaomi Redmi Note 14 8+8gb + 256gb, Verde",,4.8,388,1.29,129.0,Smartphone
MOTOROLA,Smartphone Moto G10 6.5'' 64gb 4gb Ram Branco Motorola Cor Branco-floral,,4.7,1011,1.499,689.0,Smartphone
Realme,Celular Realme C61 4ram 128gb Com Nfc Cor Gold/verde Cor Verde-escuro,Por Realme,4.6,1006,859.0,85.0,Smartphone
Indefinido,Celular Robusto CAT S62 Pro Caterpillar 128 GB preto 6 GB RAM,,4.7,51,3.56,356.0,Smartphone
SAMSUNG,Smartphone Galaxy A23 Tela 6.6'' 128gb 4gb Ram Preto Samsung - Bom (Recondicionado),,5.0,3,806.0,80.0,Smartphone
Realme,Realme C55 8gb Ram 256gb Armazenamento Rainy Night,,4.8,6276,1.532,147.0,Smartphone
Infinix,"Smartphone Infinix Note 40 5g 8gb Ram 256gb Armazenamento, Câmera Tripla 108mp+ Selfie 32mp, Tela 6,78 Fhd+ 120hz, Sound By Jbl, Bateria 5000mah, Carregamento Sem Fio Dourado",,4.5,41,1.523,152.0,Smartphone
Xiaomi,Xiaomi Redmi 12 5G (NFC) 128 GB prata 4 GB RAM,,4.6,150,976.0,94.0,Smartphone
MOTOROLA,Smartphone Moto G30 6.5'' 128gb 4gb Ram Dark Prism Motorola,,4.7,2576,1.25,125.0,Smartphone
Realme,Smartphone Realme C61 256 Gb 8 Gb Ram  Verde + Brinde,,5.0,1,1.76,1.249,Smartphone
